account_num,customer_name,account_age,num_accounts
C2002148292,Tiah Metcalfe,1,0
C1153365350,Jimmy Sosa,5,1
C394825302,Tyrell Horner,9,1
C1907202811,Tyrese Bautista,7,2
C878733169,Killian Ramirez,8,1
C122073438,Atticus Millar,8,1
C1416590814,Amy-Leigh Mcneill,4,1
C1225283562,Phillipa Gamble,4,0
C2120546901,Ariana Sampson,2,1
C1285187718,Libbie Rahman,5,1
C1676948814,Carolina Carty,6,1
C1757972957,Asmaa Adkins,8,2
C833056963,Astrid Goff,7,2
C778498089,Shay Wilks,7,0
C1828384494,Orlaith Whitney,6,1
C1087378637,Maciej French,2,2
C1257985404,Mikaeel Thorne,6,0
C1392837554,Rayhaan Lister,7,0
C1756568226,Sherri Gregory,5,2
C671423749,Tye Huffman,4,2
C952495564,Ernie Ramos,6,0
C1134977525,Heena Goodman,3,1
C858785065,Summer-Louise Childs,9,0
C861784959,Keir Mcculloch,2,2
C618785621,Tyreese Berg,8,0
C1412993013,Aarav Stark,1,2
C1729286422,Ellie Whitfield,9,2
C986310840,Sia Chandler,5,1
C291047415,Eddison Vu,8,2
C1894092360,Dalia Alcock,6,0
C94123204,Teddy Simons,2,1
C1554246975,Savannah Amos,1,2
C787989920,Shoaib Hulme,2,1
C1924962808,Keavy Craig,3,2
C1441494169,Bartosz Cole,9,1
C1405375316,Shayan Clegg,3,0
C1588582458,Tamzin Proctor,4,1
C1634053753,Samanta Cleveland,0,1
C1617730384,Dakota Mcnamara,6,1
C552106659,Kloe Mckeown,1,1
C1815223969,Aniqa Khan,8,1
C996957972,Nichole Hardin,9,2
C1063187762,Cheyanne Vinson,8,2
C549152575,Effie Lin,5,0
C2037782723,Xavier Beltran,5,2
C835294650,Zeenat Nixon,2,1
C1761122022,Aaliyah Mcdougall,1,1
C318871129,Kellan Cullen,5,1
C660672090,Theodora Kemp,3,2
C184738806,Sameer Dowling,1,0
C338562961,Nelson Redmond,8,1
C258647562,Zunaira Frank,2,2
C542538339,Megan Benjamin,4,0
C1012342988,Aiden Naylor,5,2
C1491198544,Colm Gordon,2,1
C39929264,Reid Betts,1,1
C301445885,Mujtaba Wade,8,0
C346272079,Amanah Bruce,7,2
C1124545257,Warwick Fraser,0,2
C1271112700,Priscilla Kearns,2,1
C1737461795,Elisa Burt,7,1
C1848605780,Hettie Fernandez,3,1
C340101890,Lilly-Grace Pollard,3,1
C1120867893,Emily-Jane Doyle,8,0
C1507498183,Humairaa Pate,2,2
C1283621492,Teresa Appleton,6,1
C1957109117,Alya Kelly,7,1
C1323549538,Cathal Stone,2,0
C456908257,Elaine Clifford,9,0
C1471903502,Jem Noel,4,1
C1460120781,Adelle Blaese,1,0
C311863065,Brennan Hardy,6,1
C504996162,Sakina Lawrence,9,0
C1764634802,Carmel Hernandez,8,1
C1311239393,Lester Hopper,2,1
C493307862,Faisal Alcock,4,2
C851653336,Nabil Spencer,8,0
C720383890,Rome Palmer,4,0
C1539411657,Sonya Bain,9,1
C2092903312,Dhruv Barr,7,1
C1463911213,Arwen Franco,6,1
C2087103208,Andre Swan,2,1
C730256491,Veer Leon,0,0
C786471200,Liberty Benjamin,6,2
C1969438522,Mikayla Lim,4,0
C1008462484,Noor Firth,3,0
C555959536,Justin Morris,6,1
C195096685,Nimra Melton,3,2
C1733727436,Lewie Coleman,8,1
C83529208,Raheel Povey,4,1
C1069894995,Jed Kerr,6,1
C862646622,Avaya Mcgowan,1,0
C1623843595,Husnain Vu,7,0
C814491559,Melissa Redfern,5,1
C624319280,Nazia Mcgill,8,0
C1093844681,Peggy Crouch,8,2
C1068265262,Caleb Beach,3,1
C2084862741,Josiah Turnbull,2,1
C686533195,Taylan Burt,0,2
C2107051302,Raveena Henderson,8,2
C1873346889,Caprice Rahman,3,1
C1875438464,Oluwatobiloba Delacruz,7,1
C720577890,Simeon Love,2,1
C443228585,Zaine Henry,1,1
C1039124708,Reyansh Drake,1,2
C649617359,Oskar Mcphee,3,1
C1704809688,Sunil Cantu,8,1
C645273703,Milli Flores,8,1
C774696635,Arlene Zamora,3,1
C1250859670,Ryker Huynh,6,0
C1161444491,Dalia Farmer,7,1
C445240453,Ishan Tanner,4,1
C807868698,Jennie Hester,4,1
C2060623904,Lloyd Cleveland,4,1
C860692197,Robson Guevara,1,1
C992624223,Kaan Moreno,6,2
C1322267186,Rajan Oconnor,9,1
C2056110230,Emanuel Wills,7,1
C1605443801,Kourtney Wilkins,2,1
C146830882,Millie Kirkland,4,2
C1721496405,Sukhmani Mcdougall,1,1
C821735607,Charleigh Storey,0,0
C1085664659,Neriah Gilmore,5,1
C1271919297,Alishba Saunders,0,2
C393074775,Griffin Hatfield,1,0
C1278659180,Curtis Rayner,7,1
C2052454170,Jo Mccoy,9,1
C587252607,Arianna Crowther,4,1
C1826822932,Lorna Gregory,3,2
C1759468477,Miyah Kemp,6,1
C2065459879,Kaylan Donnelly,2,2
C1026116827,Poppie Hall,4,1
C1059395742,Niall Hunt,8,2
C1355598654,Courteney Fitzpatrick,8,1
C657514051,Daphne Browning,4,0
C552035926,Alannah Daugherty,7,2
C277723155,Ioan Hurst,8,1
C829337223,Mallory Hansen,8,2
C706788138,Kiah Cline,1,1
C439762053,Tanisha Cassidy,7,1
C1736856304,Wiktor Duggan,2,2
C593019409,Rhiana Herrera,9,2
C210687163,Dawson Foster,8,1
C670503867,Preston Gardiner,5,2
C1915995239,Nichole Howells,3,1
C396281978,Angharad Pritchard,0,1
C1842347326,Franky Medrano,3,1
C1924809207,Liyah Scott,6,1
C507949883,Amal Jarvis,0,1
C2147120529,Jordan-Lee Mendoza,8,0
C1833849181,Mcauley Milner,1,2
C1306198266,Yousef Gaines,7,2
C1714400529,Gurveer Bell,8,1
C1255479992,Kyra Shaw,7,1
C1435397638,Aamina Manning,3,2
C1078425757,Sam Castro,3,2
C1536885409,Ryley Seymour,2,1
C964285360,Sofia Gould,7,2
C522282183,Tillie Bolton,4,1
C1683584046,Sinead Whittington,3,2
C1733618702,Mazie Wooten,1,1
C281499399,Priya Pittman,3,2
C81006212,Sharon Parkes,2,1
C721678900,Elin Clemons,7,0
C1811374022,Colby Cannon,4,2
C1101157072,Ismaeel Turner,5,1
C1705428046,Rohit Decker,8,1
C1358956700,Isaak North,4,1
C5792789,Romana Vega,2,2
C1405059612,Nadine Power,2,1
C6858897,Lylah Davenport,7,0
C1367151848,Sinead Castillo,8,1
C315013662,Brent Britton,5,1
C1028027704,Zayyan Fleming,5,1
C2024767009,Meerab Sanchez,4,0
C1095561096,Viktoria Coulson,2,2
C1719512053,Trinity Ho,6,0
C1755114935,Jonny Cherry,2,1
C1799477491,Imaani Gilliam,4,1
C1305955004,Renee Osborne,3,2
C1191080688,Kris Parkinson,6,1
C1224789709,Marcos Duncan,1,2
C753078622,Carole Amin,7,1
C1528179924,Ioan Rossi,1,2
C1850387636,Ranveer Justice,3,2
C569598230,Milana Hopkins,2,1
C355397015,Alayna Mcloughlin,6,1
C2134115178,Roger Marin,6,1
C1151352628,Simrah Sweeney,3,1
C2128682343,Alicia Odling,4,1
C474027385,Jennie Deacon,8,2
C1127312072,Kristofer Valentine,6,1
C103654405,Ubaid Parrish,2,0
C1892780930,Kitty Chaney,5,1
C1680843324,Trent Chang,7,0
C746648411,Yasmine Kouma,0,1
C1206286146,Gabija Briggs,3,2
C991390119,Abdi Carlson,2,2
C581964475,Conor Hansen,3,1
C159463325,Emmie Flynn,7,0
C2104691147,Tiah Metcalfe,8,0
C1607008440,Jimmy Sosa,9,1
C1782121364,Tyrell Horner,4,2
C266429001,Tyrese Bautista,6,1
C1618871412,Killian Ramirez,2,1
C1183731568,Atticus Millar,2,0
C160360935,Amy-Leigh Mcneill,1,0
C860501818,Phillipa Gamble,5,0
C1278187347,Ariana Sampson,1,2
C1895941408,Libbie Rahman,1,1
C2005657911,Carolina Carty,7,2
C499462613,Asmaa Adkins,3,2
C23715134,Astrid Goff,7,2
C1106493516,Shay Wilks,3,0
C1029126225,Orlaith Whitney,2,1
C1996854839,Maciej French,6,1
C1164080794,Mikaeel Thorne,0,2
C1749478822,Rayhaan Lister,4,1
C1706318914,Sherri Gregory,4,1
C1117758297,Tye Huffman,3,2
C393782763,Ernie Ramos,4,1
C1356908213,Heena Goodman,1,1
C1912671357,Summer-Louise Childs,6,0
C545564715,Keir Mcculloch,4,0
C1988560864,Tyreese Berg,5,0
C846148310,Aarav Stark,1,2
C925831488,Ellie Whitfield,4,0
C212934557,Sia Chandler,5,1
C1199793503,Eddison Vu,4,1
C1011284745,Dalia Alcock,6,2
C1694131512,Teddy Simons,2,1
C697257881,Savannah Amos,3,2
C1811283037,Shoaib Hulme,6,1
C1553041342,Keavy Craig,0,1
C2120819341,Bartosz Cole,8,2
C985280009,Shayan Clegg,0,1
C233913462,Tamzin Proctor,4,1
C1360699703,Samanta Cleveland,2,1
C134425777,Dakota Mcnamara,0,1
C1855824803,Kloe Mckeown,1,1
C1581286705,Aniqa Khan,1,1
C1649463763,Nichole Hardin,2,1
C1305982149,Cheyanne Vinson,4,0
C1467430547,Effie Lin,4,1
C372495117,Xavier Beltran,5,0
C641131554,Zeenat Nixon,1,0
C1506045534,Aaliyah Mcdougall,3,1
C1548608613,Kellan Cullen,0,0
C1286263920,Theodora Kemp,7,1
C1792643512,Sameer Dowling,8,2
C1912529756,Nelson Redmond,3,2
C791780515,Zunaira Frank,5,0
C799020476,Megan Benjamin,9,0
C432197459,Aiden Naylor,1,0
C144892854,Colm Gordon,5,2
C293069508,Reid Betts,4,1
C917040914,Mujtaba Wade,4,1
C933654101,Amanah Bruce,1,1
C1757964279,Warwick Fraser,5,0
C89152618,Priscilla Kearns,5,2
C2045721066,Elisa Burt,4,0
C2108618285,Hettie Fernandez,2,0
C925627077,Lilly-Grace Pollard,1,1
C356305528,Emily-Jane Doyle,4,2
C400900868,Humairaa Pate,2,1
C834993239,Teresa Appleton,6,2
C1913999692,Alya Kelly,9,0
C1651544330,Cathal Stone,9,0
C1530236616,Elaine Clifford,2,1
C1324638364,Jem Noel,8,1
C732361717,Adelle Blaese,6,1
C1011452129,Brennan Hardy,9,2
C1863989053,Sakina Lawrence,1,1
C1775251335,Carmel Hernandez,2,1
C1587829063,Lester Hopper,1,0
C1521806772,Faisal Alcock,3,0
C259766962,Nabil Spencer,1,0
C1109183273,Rome Palmer,3,1
C778571130,Sonya Bain,5,1
C2005749175,Dhruv Barr,8,2
C1092594169,Arwen Franco,9,1
C1798495264,Andre Swan,5,1
C1795518305,Veer Leon,5,1
C508628150,Liberty Benjamin,4,1
C1136339946,Mikayla Lim,7,2
C1478922895,Noor Firth,2,1
C1690290975,Justin Morris,2,1
C304029604,Nimra Melton,4,2
C2096696447,Lewie Coleman,3,0
C1711589324,Raheel Povey,7,1
C317840021,Jed Kerr,6,1
C2029589840,Avaya Mcgowan,4,2
C212721701,Husnain Vu,8,0
C278177367,Melissa Redfern,3,1
C544699008,Nazia Mcgill,6,1
C1467077406,Peggy Crouch,8,2
C28120019,Caleb Beach,4,2
C450200084,Josiah Turnbull,5,2
C1130716019,Taylan Burt,7,1
C1806231617,Raveena Henderson,2,1
C1566245378,Caprice Rahman,3,0
C619477687,Oluwatobiloba Delacruz,4,1
C137000075,Simeon Love,3,0
C233057438,Zaine Henry,6,0
C1520381319,Reyansh Drake,2,0
C501341601,Oskar Mcphee,8,1
C1177844922,Sunil Cantu,6,1
C1779968062,Milli Flores,6,1
C1229509615,Arlene Zamora,0,2
C1063482862,Ryker Huynh,1,0
C336716772,Dalia Farmer,2,0
C2036418426,Ishan Tanner,4,0
C1176262459,Jennie Hester,6,0
C1648541063,Lloyd Cleveland,8,1
C1943526427,Robson Guevara,7,1
C1465313493,Kaan Moreno,2,1
C501563698,Rajan Oconnor,8,1
C658921428,Emanuel Wills,3,1
C1194726313,Kourtney Wilkins,0,2
C1886205612,Millie Kirkland,1,0
C2039796020,Sukhmani Mcdougall,8,0
C455425096,Charleigh Storey,1,1
C1562828239,Neriah Gilmore,3,2
C1291971437,Alishba Saunders,9,2
C32467241,Griffin Hatfield,0,0
C505660733,Curtis Rayner,8,1
C1861295655,Jo Mccoy,4,1
C1786683332,Arianna Crowther,7,1
C318155242,Lorna Gregory,1,0
C990326472,Miyah Kemp,3,2
C622401235,Kaylan Donnelly,9,0
C34030179,Poppie Hall,6,1
C1886980948,Niall Hunt,1,1
C630679944,Courteney Fitzpatrick,3,2
C124399627,Daphne Browning,2,0
C2075009269,Alannah Daugherty,5,2
C861357055,Ioan Hurst,2,0
C200746411,Mallory Hansen,4,2
C957290092,Kiah Cline,2,0
C708162184,Tanisha Cassidy,4,1
C1831144196,Wiktor Duggan,2,1
C752405690,Rhiana Herrera,5,0
C1548195930,Dawson Foster,1,1
C509185515,Preston Gardiner,3,1
C1947086726,Nichole Howells,5,0
C342621205,Angharad Pritchard,2,2
C322855333,Franky Medrano,7,1
C1560921027,Liyah Scott,2,0
C1209257288,Amal Jarvis,2,1
C675327654,Jordan-Lee Mendoza,1,1
C1982154291,Mcauley Milner,0,2
C1696699631,Yousef Gaines,7,1
C856587406,Gurveer Bell,9,1
C513196503,Kyra Shaw,5,1
C1113458920,Aamina Manning,2,2
C724662944,Sam Castro,1,1
C1126917513,Ryley Seymour,1,2
C1363455158,Sofia Gould,5,2
C2126374931,Tillie Bolton,4,2
C2063230395,Sinead Whittington,7,1
C465002857,Mazie Wooten,3,1
C1180474816,Priya Pittman,4,1
C858015368,Sharon Parkes,6,2
C1765768972,Elin Clemons,3,0
C761196472,Colby Cannon,3,1
C249343692,Ismaeel Turner,2,0
C399279629,Rohit Decker,2,1
C1077424703,Isaak North,5,1
C1244955658,Romana Vega,0,2
C968593327,Nadine Power,1,1
C1509620427,Lylah Davenport,0,2
C931143978,Sinead Castillo,5,0
C1976321848,Brent Britton,5,1
C2079250408,Zayyan Fleming,4,1
C118241504,Meerab Sanchez,1,1
C498245324,Viktoria Coulson,7,1
C1495374580,Trinity Ho,4,1
C1057776136,Jonny Cherry,4,2
C1419298165,Imaani Gilliam,8,2
C1576746277,Renee Osborne,6,1
C970888092,Kris Parkinson,2,1
C1613063644,Marcos Duncan,0,0
C895113861,Carole Amin,8,1
C865467522,Ioan Rossi,0,0
C1278083126,Ranveer Justice,7,1
C2024750728,Milana Hopkins,0,1
C1690479859,Alayna Mcloughlin,0,0
C1481719789,Roger Marin,7,1
C1277725798,Simrah Sweeney,5,2
C1017526396,Alicia Odling,6,0
C1704606755,Jennie Deacon,7,1
C819486879,Kristofer Valentine,8,1
C668964597,Ubaid Parrish,2,1
C478168225,Kitty Chaney,1,0
C1865356086,Trent Chang,7,1
C558223501,Yasmine Kouma,8,1
C1065237832,Gabija Briggs,6,1
C1714380152,Abdi Carlson,5,0
C658230401,Conor Hansen,7,1
C1788118743,Emmie Flynn,4,1
C1945623658,Tiah Metcalfe,2,0
C1663338742,Jimmy Sosa,2,1
C768084091,Tyrell Horner,6,1
C757760473,Tyrese Bautista,5,0
C660036426,Killian Ramirez,6,2
C871133405,Atticus Millar,5,0
C1266888166,Amy-Leigh Mcneill,9,1
C1444127447,Phillipa Gamble,3,0
C1157272991,Ariana Sampson,7,2
C1569354238,Libbie Rahman,6,0
C1513183060,Carolina Carty,5,1
C1864883037,Asmaa Adkins,2,0
C1638679238,Astrid Goff,8,2
C1079926045,Shay Wilks,0,1
C315310562,Orlaith Whitney,7,1
C435031699,Maciej French,8,1
C1422846374,Mikaeel Thorne,4,1
C1190066743,Rayhaan Lister,5,1
C1795131572,Sherri Gregory,0,1
C708636097,Tye Huffman,3,1
C456300019,Ernie Ramos,1,1
C738577838,Heena Goodman,5,2
C975784626,Summer-Louise Childs,8,1
C2008480467,Keir Mcculloch,2,0
C2024043739,Tyreese Berg,3,1
C172103677,Aarav Stark,3,1
C289125183,Ellie Whitfield,1,2
C512546698,Sia Chandler,1,1
C82564697,Eddison Vu,8,0
C312296030,Dalia Alcock,1,1
C810990877,Teddy Simons,0,2
C1944149875,Savannah Amos,6,2
C194407651,Shoaib Hulme,5,1
C1267009001,Keavy Craig,4,2
C170873574,Bartosz Cole,8,1
C1348104388,Shayan Clegg,5,1
C1412545627,Tamzin Proctor,2,1
C189653701,Samanta Cleveland,4,0
C1360582933,Dakota Mcnamara,5,0
C1047293147,Kloe Mckeown,1,2
C1101215172,Aniqa Khan,2,0
C196290615,Nichole Hardin,9,1
C379619701,Cheyanne Vinson,2,1
C1991399716,Effie Lin,6,2
C111145240,Xavier Beltran,6,0
C1937798333,Zeenat Nixon,3,2
C387938448,Aaliyah Mcdougall,2,2
C848456602,Kellan Cullen,3,1
C1274825697,Theodora Kemp,1,1
C1461641122,Sameer Dowling,6,0
C1601920524,Nelson Redmond,6,1
C171510621,Zunaira Frank,4,1
C1950245838,Megan Benjamin,6,1
C111533772,Aiden Naylor,9,0
C1149521574,Colm Gordon,0,1
C864368884,Reid Betts,9,1
C874650969,Mujtaba Wade,3,0
C2060348140,Amanah Bruce,3,2
C1157283415,Warwick Fraser,7,1
C398804201,Priscilla Kearns,6,1
C508937719,Elisa Burt,1,1
C1273514387,Hettie Fernandez,1,2
C1525767871,Lilly-Grace Pollard,6,1
C1739500292,Emily-Jane Doyle,6,0
C1590288325,Humairaa Pate,4,1
C477694553,Teresa Appleton,6,2
C2118867770,Alya Kelly,4,1
C1341939027,Cathal Stone,7,1
C1168941143,Elaine Clifford,0,1
C1629135187,Jem Noel,0,1
C1251556301,Adelle Blaese,4,0
C1588834537,Brennan Hardy,2,1
C754987466,Sakina Lawrence,6,1
C948980442,Carmel Hernandez,2,0
C461186116,Lester Hopper,1,1
C1718381423,Faisal Alcock,5,1
C1564439529,Nabil Spencer,5,2
C86338905,Rome Palmer,6,0
C493186301,Sonya Bain,8,1
C654393495,Dhruv Barr,7,1
C165723787,Arwen Franco,4,1
C757409292,Andre Swan,5,1
C918117340,Veer Leon,6,0
C983674726,Liberty Benjamin,5,1
C681143890,Mikayla Lim,4,1
C1676666975,Noor Firth,2,1
C968174218,Justin Morris,6,2
C2026864909,Nimra Melton,9,1
C1685992283,Lewie Coleman,1,2
C1193417875,Raheel Povey,2,2
C1138834067,Jed Kerr,1,1
C1452293471,Avaya Mcgowan,6,1
C493112785,Husnain Vu,4,1
C160913493,Melissa Redfern,6,0
C621679017,Nazia Mcgill,7,2
C235053104,Peggy Crouch,4,0
C804513286,Caleb Beach,7,1
C1733134783,Josiah Turnbull,4,1
C1277606940,Taylan Burt,3,0
C345199572,Raveena Henderson,2,1
C1008345714,Caprice Rahman,7,1
C1817229580,Oluwatobiloba Delacruz,5,1
C1778232899,Simeon Love,6,1
C2029796282,Zaine Henry,1,0
C814366533,Reyansh Drake,2,1
C1393016084,Oskar Mcphee,0,2
C246078817,Sunil Cantu,2,0
C1364564011,Milli Flores,8,1
C997918730,Arlene Zamora,8,1
C1521801216,Ryker Huynh,8,2
C1316999522,Dalia Farmer,4,1
C2040623448,Ishan Tanner,7,2
C1764422383,Jennie Hester,2,0
C1500433001,Lloyd Cleveland,2,0
C308667396,Robson Guevara,1,1
C1614572705,Kaan Moreno,3,0
C1898832895,Rajan Oconnor,9,1
C1289055258,Emanuel Wills,7,0
C1334790213,Kourtney Wilkins,8,0
C1963375529,Millie Kirkland,6,1
C665588688,Sukhmani Mcdougall,4,0
C406883266,Charleigh Storey,9,1
C1482403984,Neriah Gilmore,0,2
C682127960,Alishba Saunders,7,1
C829426481,Griffin Hatfield,7,1
C819722529,Curtis Rayner,3,1
C953390311,Jo Mccoy,9,1
C1714867126,Arianna Crowther,3,1
C1255821773,Lorna Gregory,3,0
C1253088004,Miyah Kemp,7,1
C1760453961,Kaylan Donnelly,5,1
C1623276023,Poppie Hall,3,1
C3603464,Niall Hunt,4,1
C468256106,Courteney Fitzpatrick,8,2
C182698588,Daphne Browning,6,2
C1661230198,Alannah Daugherty,6,2
C1424308898,Ioan Hurst,5,2
C133474049,Mallory Hansen,0,1
C328295553,Kiah Cline,8,0
C1379364201,Tanisha Cassidy,5,0
C796556711,Wiktor Duggan,5,1
C364495801,Rhiana Herrera,9,0
C6780193,Dawson Foster,2,2
C763430368,Preston Gardiner,7,1
C1988014050,Nichole Howells,2,2
C1864980439,Angharad Pritchard,3,1
C1415375214,Franky Medrano,6,1
C1909938176,Liyah Scott,8,1
C1918236775,Amal Jarvis,1,1
C1474792981,Jordan-Lee Mendoza,7,1
C1690503710,Mcauley Milner,7,0
C798968286,Yousef Gaines,6,0
C1926503050,Gurveer Bell,7,1
C422098403,Kyra Shaw,1,0
C1707593506,Aamina Manning,9,1
C818134013,Sam Castro,7,0
C1653733157,Ryley Seymour,8,0
C1053479225,Sofia Gould,7,1
C1706010397,Tillie Bolton,2,0
C626727663,Sinead Whittington,6,0
C1307595876,Mazie Wooten,3,2
C1786701301,Priya Pittman,4,2
C1477649366,Sharon Parkes,2,0
C1822800924,Elin Clemons,4,1
C57946385,Colby Cannon,1,2
C2115624066,Ismaeel Turner,1,0
C499357786,Rohit Decker,2,1
C709367721,Isaak North,7,1
C2060737355,Romana Vega,3,1
C1238331819,Nadine Power,5,1
C2016833064,Lylah Davenport,3,1
C311428072,Sinead Castillo,0,1
C2088394692,Brent Britton,1,1
C1304938545,Zayyan Fleming,9,1
C1704756408,Meerab Sanchez,2,1
C424113626,Viktoria Coulson,8,2
C1610763282,Trinity Ho,8,0
C1030950065,Jonny Cherry,1,0
C2072217039,Imaani Gilliam,0,1
C55322215,Renee Osborne,7,0
C1951695966,Kris Parkinson,6,0
C1298750854,Marcos Duncan,9,2
C2021966772,Carole Amin,6,0
C1907668777,Ioan Rossi,5,1
C290183335,Ranveer Justice,1,1
C32046347,Milana Hopkins,6,1
C1624728881,Alayna Mcloughlin,5,1
C1032859149,Roger Marin,1,0
C1688981329,Simrah Sweeney,8,0
C1057935384,Alicia Odling,0,1
C64123314,Jennie Deacon,4,1
C1983929422,Kristofer Valentine,8,2
C1065868430,Ubaid Parrish,4,0
C793277741,Kitty Chaney,0,2
C1039138482,Trent Chang,2,0
C1236887405,Yasmine Kouma,1,1
C1213964664,Gabija Briggs,7,1
C1712202757,Abdi Carlson,6,1
C1678681510,Conor Hansen,1,2
C1900775486,Emmie Flynn,7,1
C1888485620,Tiah Metcalfe,0,1
C1629661397,Jimmy Sosa,6,0
C1651697745,Tyrell Horner,6,0
C1720038860,Tyrese Bautista,3,2
C1905436542,Killian Ramirez,1,1
C104974897,Atticus Millar,3,0
C1024687347,Amy-Leigh Mcneill,1,1
C1499370872,Phillipa Gamble,5,2
C357556059,Ariana Sampson,9,1
C516254651,Libbie Rahman,1,1
C1410986075,Carolina Carty,9,1
C1008457718,Asmaa Adkins,6,1
C972424487,Astrid Goff,4,0
C470831297,Shay Wilks,0,0
C2004909330,Orlaith Whitney,6,1
C1625976681,Maciej French,8,1
C888693475,Mikaeel Thorne,8,0
C1088745859,Rayhaan Lister,9,1
C1942380497,Sherri Gregory,6,1
C1865977628,Tye Huffman,0,0
C1238302081,Ernie Ramos,3,0
C1371183528,Heena Goodman,5,1
C2060561644,Summer-Louise Childs,8,1
C1246364604,Keir Mcculloch,4,0
C1898216826,Tyreese Berg,5,1
C480820733,Aarav Stark,6,0
C1590743356,Ellie Whitfield,5,0
C206415921,Sia Chandler,2,0
C583921215,Eddison Vu,3,1
C2077485262,Dalia Alcock,1,0
C601006009,Teddy Simons,1,1
C1111467986,Savannah Amos,7,1
C256771516,Shoaib Hulme,1,2
C1554480282,Keavy Craig,7,1
C1662603755,Bartosz Cole,6,2
C478534609,Shayan Clegg,2,0
C266452547,Tamzin Proctor,3,1
C1098568291,Samanta Cleveland,9,2
C1895987545,Dakota Mcnamara,2,1
C620698417,Kloe Mckeown,7,1
C1234647250,Aniqa Khan,1,1
C733825032,Nichole Hardin,7,2
C1292595941,Cheyanne Vinson,3,1
C2081841291,Effie Lin,6,1
C1674815725,Xavier Beltran,5,1
C470525391,Zeenat Nixon,2,1
C1398185213,Aaliyah Mcdougall,8,0
C332053783,Kellan Cullen,6,0
C905484464,Theodora Kemp,4,1
C947785078,Sameer Dowling,6,0
C1762070019,Nelson Redmond,9,2
C247601425,Zunaira Frank,8,2
C514541111,Megan Benjamin,3,0
C1003744418,Aiden Naylor,4,1
C1506853205,Colm Gordon,4,2
C1200988742,Reid Betts,3,1
C198184313,Mujtaba Wade,7,1
C1043902577,Amanah Bruce,8,1
C1650755580,Warwick Fraser,1,0
C1767175436,Priscilla Kearns,7,1
C1807815191,Elisa Burt,3,2
C769405940,Hettie Fernandez,8,0
C2145991574,Lilly-Grace Pollard,8,0
C1347685434,Emily-Jane Doyle,6,0
C1104541977,Humairaa Pate,8,2
C900799341,Teresa Appleton,5,2
C721932459,Alya Kelly,2,1
C1404748185,Cathal Stone,6,2
C822973135,Elaine Clifford,5,1
C605724365,Jem Noel,6,0
C618514561,Adelle Blaese,6,1
C560882570,Brennan Hardy,8,1
C2091386498,Sakina Lawrence,8,1
C204735276,Carmel Hernandez,7,1
C1189563371,Lester Hopper,3,1
C340202126,Faisal Alcock,8,1
C677878418,Nabil Spencer,3,0
C73843153,Rome Palmer,8,1
C2015525541,Sonya Bain,0,1
C1423819853,Dhruv Barr,3,0
C1090156366,Arwen Franco,2,0
C1914719945,Andre Swan,3,1
C431809914,Veer Leon,4,2
C603567532,Liberty Benjamin,3,0
C816506522,Mikayla Lim,2,0
C1082957888,Noor Firth,3,2
C1055201822,Justin Morris,2,1
C1356831931,Nimra Melton,3,1
C933641740,Lewie Coleman,8,2
C311232024,Raheel Povey,5,2
C78568381,Jed Kerr,4,2
C674801111,Avaya Mcgowan,1,2
C787003522,Husnain Vu,4,1
C1412417153,Melissa Redfern,9,0
C640584842,Nazia Mcgill,6,1
C1263895429,Peggy Crouch,4,2
C538054341,Caleb Beach,5,1
C170123144,Josiah Turnbull,3,0
C1066770867,Taylan Burt,8,1
C462075229,Raveena Henderson,2,2
C201188234,Caprice Rahman,3,1
C1165467344,Oluwatobiloba Delacruz,3,2
C36640669,Simeon Love,6,1
C1189601537,Zaine Henry,4,1
C1059022355,Reyansh Drake,2,1
C1906551883,Oskar Mcphee,0,1
C1289643116,Sunil Cantu,3,1
C2104417137,Milli Flores,0,0
C1490737479,Arlene Zamora,3,1
C1773326333,Ryker Huynh,1,1
C1813170462,Dalia Farmer,3,0
C1257610787,Ishan Tanner,0,0
C913255578,Jennie Hester,7,1
C707641948,Lloyd Cleveland,9,2
C1800231708,Robson Guevara,7,1
C1568611292,Kaan Moreno,5,1
C1881350182,Rajan Oconnor,9,1
C1412646020,Emanuel Wills,8,2
C78506224,Kourtney Wilkins,4,1
C1305965528,Millie Kirkland,4,0
C1476940574,Sukhmani Mcdougall,2,1
C1169569421,Charleigh Storey,3,2
C747491549,Neriah Gilmore,5,0
C626765007,Alishba Saunders,5,2
C1848725835,Griffin Hatfield,6,1
C683077907,Curtis Rayner,4,1
C591884522,Jo Mccoy,7,2
C1959624609,Arianna Crowther,6,0
C1843320731,Lorna Gregory,2,2
C2017084711,Miyah Kemp,4,0
C667867250,Kaylan Donnelly,3,0
C1113447624,Poppie Hall,8,1
C304357268,Niall Hunt,5,2
C1936090683,Courteney Fitzpatrick,8,2
C1088660774,Daphne Browning,4,1
C1434726878,Alannah Daugherty,5,1
C876916359,Ioan Hurst,1,1
C1274389018,Mallory Hansen,3,0
C747709889,Kiah Cline,6,1
C1216971497,Tanisha Cassidy,0,0
C780799120,Wiktor Duggan,4,1
C396373651,Rhiana Herrera,1,0
C916520191,Dawson Foster,7,0
C1584591636,Preston Gardiner,0,2
C962314407,Nichole Howells,5,1
C145593463,Angharad Pritchard,6,0
C229860784,Franky Medrano,1,1
C249621843,Liyah Scott,7,2
C1519993281,Amal Jarvis,3,1
